# PPO-Bi detailed evaluation results (greedy inference)

[summary]
generated_at_utc: 2026-06-28T12:28:45+00:00
run_id: 9gj82ve1
checkpoint: runs/9gj82ve1/final_model.pt
global_step: 1001472
algorithm: PPO_BI
inference_mode: greedy
sampling_temperature: 1.0
reward: delta_seh
masking: r2_available
eval_r2_pool: train
r2_arch: lookup
starts_file: data/Bi/reactants_compact_test.pkl
num_start_molecules: 2000
start_offset: 0
total_starts: 2000
total_reactions: 5949
max_qed: 0.944
best_qed: 0.944
mean_delta_qed: -0.25506049999999997
avg_delta_qed: -0.25506049999999997
avg_num_reactions: 2.9745
max_episode_len: 4
positive_delta_fraction: 0.9955
negative_delta_fraction: 0.0025
zero_delta_fraction: 0.002
results_file: run_detailed_results/internal/ppo/4_steps/compact/4s_delta_seh_9gj82ve1_compact_results.txt
max_seh: 1.027742624282837
best_seh: 1.027742624282837
mean_delta_seh: 0.6329683447869793
avg_delta_seh: 0.6329683447869793

[trajectories]
path_id	start_smiles	final_smiles	initial_qed	final_qed	max_qed	delta_qed	num_reactions	stopped
125	Oc1cc(Cl)ccc1Cl	Clc1ccc(Cl)c(-c2ccc3cc4[nH]c(-c5cccc(-c6cccc7c6CCO7)c5)cc4cc3c2)c1	0.623	0.254	0.623	-0.369	4	1
126	Oc1cccc(Cl)c1	Clc1cccc(-c2ccc3cc4[nH]c(-c5cccc(-c6cccc7c6CCO7)c5)cc4cc3c2)c1	0.567	0.274	0.623	-0.2929999999999999	4	1
127	N#Cc1ccc(O)c(O)c1	N#Cc1ccc(-c2cccc(-c3ccc4c(c3)CCO4)c2F)c(O)c1	0.521	0.742	0.868	0.22099999999999997	3	1
128	N#CCOc1cccc(CN)c1	N#CCOc1cccc(CNCc2cc(-c3ccc4c(c3)CCO4)co2)c1	0.722	0.688	0.887	-0.03400000000000003	2	1
129	Cc1cccc(F)c1O	Cc1cccc(F)c1-c1ccc2c(ccc3[nH]c(-c4ccc5c(c4)CCC5)cc32)c1	0.562	0.319	0.631	-0.24300000000000005	3	1
130	O=C(O)C(F)(F)C(F)(F)C(F)F	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)cc1)C(F)(F)C(F)(F)C(F)F	0.696	0.202	0.732	-0.49399999999999994	3	1
131	CC(C)n1ncnc1CN	CC(C)n1ncnc1CNCc1cc(-c2ccc3c(c2)CCO3)co1	0.643	0.747	0.921	0.10399999999999998	2	1
132	NCCS(=O)(=O)C(F)(F)F	O=S(=O)(CCNCc1cc(-c2ccc3c(c2)CCO3)co1)C(F)(F)F	0.639	0.787	0.837	0.14800000000000002	2	1
133	CC(C)(C)n1nnc(CN)n1	CC(C)(C)n1nnc(CNCc2cc(-c3ccc4c(c3)CCO4)co2)n1	0.614	0.76	0.935	0.14600000000000002	2	1
134	CCN(CC)c1cccc(O)c1	CCN(CC)c1cccc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)c1	0.742	0.299	0.767	-0.443	3	1
135	NCC1(Cl)CCCCC1	ClC1(CNCc2cc(-c3ccc4c(c3)CCO4)co2)CCCCC1	0.564	0.781	0.848	0.21700000000000008	2	1
136	C=C1CC(C(=O)O)(C(F)F)C1	C=C1CC(C(=O)Cc2ccc(-c3ccc4c(c3)OCC4)cc2)(C(F)F)C1	0.627	0.706	0.763	0.07899999999999996	2	1
137	Nc1ccc(OC(F)(F)F)cc1Cl	FC(F)(F)Oc1cc(Cl)c2[nH]c(-c3cccc(-c4ccc5c(c4)OCC5)c3)cc2c1	0.725	0.381	0.725	-0.344	2	1
138	CC(C)(O)c1ccc(O)cc1	CC(C)(O)c1ccc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)cc1	0.642	0.316	0.763	-0.326	3	1
139	CC(O)c1c(F)cc(F)cc1F	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CC(C)c1c(F)cc(F)cc1F	0.695	0.474	0.695	-0.22099999999999997	3	1
140	C[C@@H](O)c1c(F)cc(F)cc1F	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#C[C@H](C)c1c(F)cc(F)cc1F	0.695	0.474	0.695	-0.22099999999999997	3	1
141	Oc1cccc(F)c1O	Oc1c(F)cccc1-c1cccc(-c2ccc3c(c2)CCO3)c1F	0.516	0.723	0.836	0.20699999999999996	3	1
142	CCC(OC1CCCC1)C(=O)O	CCC(OC1CCCC1)C(=O)Cc1ccc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)cc1	0.703	0.219	0.779	-0.484	3	1
143	Cc1ccc(O)c(Br)n1	Cc1ccc(O)c(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)n1	0.63	0.359	0.65	-0.271	2	1
144	O=C(O)[C@@H]1C[C@H]1C(F)F	O=C(Cc1ccc(-c2ccc3c(c2)CCO3)cc1)[C@@H]1C[C@H]1C(F)F	0.614	0.818	0.829	0.20399999999999996	2	1
145	OCCC1CCCC1(F)F	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CCCC1CCCC1(F)F	0.636	0.591	0.645	-0.04500000000000004	3	1
146	OCc1nccc(Br)n1	OCc1nccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc4cc3c2)n1	0.662	0.308	0.686	-0.35400000000000004	3	1
147	CC1(CCN)CC1(Cl)Cl	CC1(CCNCc2cc(-c3ccc4c(c3)CCO4)co2)CC1(Cl)Cl	0.626	0.581	0.65	-0.04500000000000004	2	1
148	CCCOc1cccc(O)c1	CCCOc1cccc(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc43)c2)c1	0.719	0.25	0.751	-0.469	4	1
149	C[C@@H](O)c1ccc(O)cc1	C[C@@H](O)c1ccc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)cc1	0.616	0.328	0.739	-0.288	3	1
150	O[C@@H](c1ccccc1)C(F)(F)F	Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)ccc1C#C[C@@H](c1ccccc1)C(F)(F)F	0.695	0.209	0.695	-0.486	4	1
151	O[C@H](c1ccccc1)C(F)(F)F	Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)ccc1C#C[C@H](c1ccccc1)C(F)(F)F	0.695	0.209	0.695	-0.486	4	1
152	COc1cc(CC(=O)O)ccc1O	COc1cc(CC(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)CCO8)c6)cc54)c3)cc2)ccc1O	0.732	0.179	0.909	-0.5529999999999999	4	1
153	CC(=O)c1ccc(O)cc1C	CC(=O)c1ccc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)cc1C	0.621	0.302	0.655	-0.319	3	1
154	CCC(CC(=O)O)C(C)(C)C	CCC(CC(=O)Cc1ccc(-c2ccc3c(c2)CCO3)cc1)C(C)(C)C	0.685	0.652	0.746	-0.03300000000000003	2	1
155	COc1cc(C#N)ccc1O	COc1cc(C#N)ccc1-c1ccc2c(ccc3[nH]c(-c4ccc5c(c4)CCC5)cc32)c1	0.654	0.345	0.719	-0.30900000000000005	3	1
156	CC(C)[C@H](NC(=O)C(F)(F)F)C(=O)O	CC(C)[C@H](NC(=O)C(F)(F)F)C(=O)Cc1ccc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)cc1	0.727	0.209	0.87	-0.518	3	1
157	CN1CC(F)(F)CCC1CO	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CCC1CCC(F)(F)CN1C	0.618	0.674	0.691	0.05600000000000005	3	1
158	CNc1ccc(C(=O)O)c(Cl)c1	CNc1ccc(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7cccc8c7CCO8)c6)cc54)c3)cc2)c(Cl)c1	0.742	0.175	0.827	-0.567	4	1
159	N#CCc1cccc(C(=O)O)c1	N#CCc1cccc(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7cccc8c7CCO8)c6)cc54)c3)cc2)c1	0.714	0.187	0.802	-0.5269999999999999	4	1
160	O=C(O)c1ccc(O)nc1	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)cc1)c1ccc(O)nc1	0.593	0.242	0.885	-0.351	3	1
161	O=C(O)c1ccncc1O	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc4cc3c2)cc1)c1ccncc1O	0.593	0.195	0.885	-0.39799999999999996	4	1
162	CC(C)C[C@H](NCC(F)(F)F)C(=O)O	CC(C)C[C@H](NCC(F)(F)F)C(=O)Cc1ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6cccc7c6CCO7)c5)cc43)c2)cc1	0.729	0.156	0.786	-0.573	4	1
163	CC(C)Oc1ccc(N)c(Cl)c1	CC(C)Oc1cc(Cl)c2[nH]c(-c3cccc(-c4ccc5c(c4)OCC5)c3)cc2c1	0.72	0.403	0.72	-0.31699999999999995	2	1
164	Nc1c(F)cccc1Cl	Fc1cccc(Cl)c1NCc1cc(-c2ccc3c(c2)CCO3)co1	0.556	0.699	0.906	0.1429999999999999	2	1
165	Nc1ccc(F)c(Cl)c1	Fc1cc2cc(-c3cccc(-c4ccc5c(c4)CCO5)c3)[nH]c2cc1Cl	0.556	0.448	0.617	-0.10800000000000004	2	1
166	CC(=O)Nc1cccc(I)c1	CC(=O)Nc1cccc(C#Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)cc2C)c1	0.772	0.221	0.784	-0.551	3	1
167	Cc1cc(O)cc(C)c1Cl	Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)cc(C)c1Cl	0.613	0.294	0.624	-0.319	3	1
168	Fc1cccc(OC(F)F)c1I	Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)ccc1C#Cc1c(F)cccc1OC(F)F	0.76	0.215	0.76	-0.545	3	1
169	OC(Cc1ccncc1)C(F)(F)F	Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)ccc1C#CC(Cc1ccncc1)C(F)(F)F	0.769	0.21	0.769	-0.559	4	1
170	CNC1(CCO)CCOCC1	CN(Cc1cc(-c2cccc(-c3ccc4c(c3)CCO4)c2F)co1)C1(CCO)CCOCC1	0.615	0.545	0.906	-0.06999999999999995	3	1
171	CC(C)(C)OC(=O)N1CCC[C@@]1(C)C(=O)O	CC(C)(C)OC(=O)N1CCC[C@@]1(C)C(=O)Cc1ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc43)c2)cc1	0.745	0.193	0.781	-0.552	4	1
172	COC(=O)C[C@@H](NC(=O)OC(C)(C)C)C(=O)O	COC(=O)C[C@@H](NC(=O)OC(C)(C)C)C(=O)Cc1ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc43)c2)cc1	0.702	0.148	0.743	-0.5539999999999999	4	1
173	Clc1cccc(CCBr)c1Cl	Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)ccc1C#CCCc1cccc(Cl)c1Cl	0.701	0.203	0.701	-0.49799999999999994	3	1
174	Cc1cccc(C)c1O	Cc1cccc(C)c1-c1ccc2c(ccc3[nH]c(-c4ccc5c(c4)CCC5)cc32)c1	0.558	0.318	0.619	-0.24000000000000005	3	1
175	Cc1cccc(O)c1C	Cc1cccc(-c2cccc(-c3ccc4c(c3)CCO4)c2F)c1C	0.558	0.588	0.698	0.029999999999999916	3	1
176	CNCC1CCCC1O	CNCC1CCCC1C#Cc1ccc(-c2ccc3c(c2)CCO3)cc1C	0.564	0.822	0.822	0.258	3	1
177	OCc1n[nH]c2ccc(Cl)cc12	Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)ccc1C#CCc1n[nH]c2ccc(Cl)cc12	0.706	0.207	0.769	-0.499	4	1
178	CC(O)c1ccc(F)c(F)c1	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CC(C)c1ccc(F)c(F)c1	0.662	0.498	0.662	-0.16400000000000003	3	1
179	C[C@@H](O)c1ccc(F)c(F)c1	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#C[C@H](C)c1ccc(F)c(F)c1	0.662	0.498	0.662	-0.16400000000000003	3	1
180	C[C@@H](O)c1cccc(Cl)c1F	Cc1cc(-c2cccc(-c3ccc4c(c3)CCO4)c2F)ccc1C#C[C@H](C)c1cccc(Cl)c1F	0.694	0.265	0.694	-0.42899999999999994	4	1
181	Cc1c(N)cccc1Cl	Cc1c(Cl)ccc2cc(-c3cccc(-c4ccc5c(c4)CCO5)c3)[nH]c12	0.551	0.44	0.604	-0.11100000000000004	2	1
182	OC(CC(F)(F)F)c1ccccc1	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CC(CC(F)(F)F)c1ccccc1	0.76	0.441	0.76	-0.319	3	1
183	CO[C@]1(C(F)(F)F)C[C@H](O)C1	CO[C@]1(C(F)(F)F)C[C@H](C#Cc2ccc(-c3ccc4c(c3)CCO4)cc2C)C1	0.638	0.652	0.682	0.014000000000000012	3	1
184	COc1ccc(C(=O)O)cc1O	COc1ccc(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)CCO8)c6)cc54)c3)cc2)cc1O	0.693	0.179	0.876	-0.514	4	1
185	COc1ccc(O)c(C(=O)O)c1	COc1ccc(O)c(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)CCO8)c6)cc54)c3)cc2)c1	0.693	0.179	0.876	-0.514	4	1
186	CC(C)COC1CC(O)C1(C)C	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CC1CC(OCC(C)C)C1(C)C	0.703	0.595	0.703	-0.10799999999999998	3	1
187	O=C(O)CCC(=O)OCC(F)(F)F	O=C(CCC(=O)OCC(F)(F)F)Cc1ccc(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)cc1	0.686	0.197	0.736	-0.48900000000000005	3	1
188	CC(C)c1ccccc1O	CC(C)c1ccccc1-c1ccc2c(c1)CCO2	0.629	0.753	0.753	0.124	2	1
189	C#CCN1CCC(C(=O)O)CC1	C#CCN1CCC(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)cc2)CC1	0.606	0.233	0.795	-0.373	3	1
190	NCc1ccccc1	c1ccc(CNCc2cc(-c3ccc4c(c3)CCO4)co2)cc1	0.572	0.768	0.918	0.19600000000000006	2	1
191	COc1c(Cl)ccnc1O	COc1c(Cl)ccnc1-c1ccc2c(ccc3[nH]c(-c4cccc(-c5ccc6c(c5)OCC6)c4)cc32)c1	0.675	0.263	0.719	-0.41200000000000003	4	1
192	CC(C)(C)OC(=O)C1(C(=O)O)CC1	CC(C)(C)OC(=O)C1(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)CCO8)c6)cc54)c3)cc2)CC1	0.519	0.143	0.621	-0.376	4	1
193	CC(C)C1OCCC1C(=O)O	CC(C)C1OCCC1C(=O)Cc1ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc43)c2)cc1	0.655	0.201	0.849	-0.454	4	1
194	OC1CCNCC1(F)F	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CC1CCNCC1(F)F	0.491	0.776	0.776	0.28500000000000003	3	1
195	CC(C)(CN)CCS(C)(=O)=O	CC(C)(CCS(C)(=O)=O)CNCc1cc(-c2ccc3c(c2)OCC3)co1	0.68	0.763	0.83	0.08299999999999996	2	1
196	CN(C)C(=O)C1(C(=O)O)CC1	CN(C)C(=O)C1(C(=O)Cc2ccc(-c3ccc4c(c3)CCO4)cc2)CC1	0.571	0.779	0.801	0.20800000000000007	2	1
197	Fc1ccc(OC(F)F)c(Br)c1	Fc1ccc(OC(F)F)c(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)OCC7)c5)cc4cc3c2)c1	0.772	0.246	0.772	-0.526	3	1
198	COc1ccc(Cl)cc1C(=O)O	COc1ccc(Cl)cc1C(=O)Cc1ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6ccc7c(c6)OCC7)c5)cc43)c2)cc1	0.769	0.181	0.769	-0.5880000000000001	4	1
199	CCCc1ccc(O)cc1	CCCc1ccc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)cc1	0.661	0.313	0.684	-0.34800000000000003	3	1
200	Fc1ccc(Br)c(OC(F)F)c1	Fc1ccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc4cc3c2)c(OC(F)F)c1	0.772	0.246	0.772	-0.526	3	1
201	N[C@H](CCSC(F)(F)F)C(=O)O	N[C@H](CCSC(F)(F)F)C(=O)Cc1ccc(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)cc1	0.716	0.202	0.848	-0.514	3	1
202	CC(O)C1CNC1	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CC(C)C1CNC1	0.47	0.851	0.851	0.381	3	1
203	COC(C#N)c1ccccc1Br	COC(C#N)c1ccccc1-c1ccc2c(ccc3[nH]c(-c4ccc5c(c4)CCC5)cc32)c1	0.776	0.325	0.776	-0.451	2	1
204	CC[C@H](C)[C@H](NC(N)=O)C(=O)O	CC[C@H](C)[C@H](NC(N)=O)C(=O)Cc1ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc43)c2)cc1	0.566	0.154	0.843	-0.4119999999999999	4	1
205	COc1ccc(Cl)c(C(=O)O)c1	COc1ccc(Cl)c(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)CCO8)c6)cc54)c3)cc2)c1	0.769	0.181	0.769	-0.5880000000000001	4	1
206	COc1cccc(Cl)c1C(=O)O	COc1cccc(Cl)c1C(=O)Cc1ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6ccc7c(c6)OCC7)c5)cc43)c2)cc1	0.769	0.181	0.769	-0.5880000000000001	4	1
207	Oc1cccc(OCC(F)(F)F)c1	FC(F)(F)COc1cccc(-c2ccc3cc4[nH]c(-c5ccc6c(c5)CCC6)cc4cc3c2)c1	0.779	0.29	0.786	-0.48900000000000005	3	1
208	CC(C)COc1ccc(O)cc1	CC(C)COc1ccc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)cc1	0.747	0.298	0.77	-0.449	3	1
209	N[C@@H]1CCCC[C@H]1CO	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CC[C@@H]1CCCC[C@H]1N	0.541	0.789	0.789	0.248	3	1
210	N#Cc1cc(C(=O)O)ccc1Cl	N#Cc1cc(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7ccc8c(c7)OCC8)c6)cc54)c3)cc2)ccc1Cl	0.72	0.19	0.781	-0.53	4	1
211	COc1ccc(O)nc1C	COc1ccc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)nc1C	0.633	0.357	0.716	-0.276	3	1
212	N#CC[C@@H]1CNC[C@H]1O	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#C[C@@H]1CNC[C@H]1CC#N	0.497	0.847	0.847	0.35	3	1
213	CC1(CCO)CC1(F)Cl	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CCCC1(C)CC1(F)Cl	0.597	0.473	0.621	-0.124	3	1
214	Cc1cncc(C(=O)O)c1O	Cc1cncc(C(=O)Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6cccc(-c7cccc8c7CCO8)c6)cc54)c3)cc2)c1O	0.625	0.191	0.885	-0.434	4	1
215	N#Cc1ccc(C(F)(F)F)cc1Cl	N#Cc1ccc(C(F)(F)F)cc1Oc1ccc(CNc2ccc3c[nH]nc3c2)cc1	0.638	0.434	0.638	-0.20400000000000001	1	1
216	O=Cc1cnccc1O	O=Cc1cnccc1-c1ccc2cc3[nH]c(-c4cccc(-c5ccc6c(c5)CCO6)c4)cc3cc2c1	0.556	0.274	0.624	-0.28200000000000003	4	1
217	CNc1ccc(F)c(Cl)c1	CN(Cc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)co1)c1ccc(F)c(Cl)c1	0.664	0.246	0.83	-0.41800000000000004	3	1
218	CC1CCCN1Cc1cccc(Br)c1	CC1CCCN1Cc1cccc(C=Cc2ccc3cc(-c4cccc(-c5ccc6c(c5)OCC6)c4)[nH]c3c2)c1	0.781	0.232	0.781	-0.549	3	1
219	C=C(C)[C@@H]1OCC[C@@H]1C(=O)O	C=C(C)[C@@H]1OCC[C@@H]1C(=O)Cc1ccc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)cc1	0.608	0.233	0.795	-0.375	3	1
220	Cc1c(Br)ccc(N)c1F	Cc1c(-c2ccc3c(c2)CCO3)ccc(N)c1F	0.645	0.78	0.78	0.135	1	1
221	N#CCc1ccc(Br)nc1	N#CCc1ccc(-c2cccc(-c3ccc4c(c3)CCO4)c2F)nc1	0.644	0.707	0.845	0.06299999999999994	2	1
222	Nc1cc(Cl)cc(Br)c1	Nc1cc(Cl)cc(-c2ccc3c(c2)CCO3)c1	0.649	0.781	0.781	0.132	1	1
223	O=C(O)c1ccnc(CO)c1	O=C(Cc1ccc(-c2ccc3cc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc4cc3c2)cc1)c1ccnc(CO)c1	0.639	0.184	0.884	-0.455	4	1
224	OC[C@]12C[C@@H]1CCN2	Cc1cc(-c2ccc3c(c2)OCC3)ccc1C#CC[C@]12C[C@@H]1CCN2	0.49	0.838	0.838	0.348	3	1
225	CC(=O)c1ccc(O)c(Cl)c1	CC(=O)c1ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6cccc7c6CCO7)c5)cc43)c2)c(Cl)c1	0.657	0.239	0.68	-0.41800000000000004	4	1
226	Cc1cc([C@@H](C)N)ccc1Br	Cc1cc([C@@H](C)N)ccc1-c1ccc2c(ccc3[nH]c(-c4ccc5c(c4)CCC5)cc32)c1	0.764	0.315	0.764	-0.449	2	1
227	CC1(CO)CC(O)CN1	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CCC1(C)CC(O)CN1	0.432	0.818	0.818	0.38599999999999995	3	1
228	OCC1CCC(C(F)(F)F)CC1	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CCC1CCC(C(F)(F)F)CC1	0.66	0.511	0.66	-0.14900000000000002	3	1
229	Cc1cc(Cl)c(O)c(Br)c1	Cc1cc(Cl)c(O)c(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)c1	0.714	0.298	0.714	-0.416	2	1
230	CNc1c(O)cccc1F	CNc1c(F)cccc1-c1ccc2c(ccc3[nH]c(-c4cccc(-c5cccc6c5CCO6)c4)cc32)c1	0.582	0.263	0.741	-0.31899999999999995	4	1
231	CNc1cc(O)ccc1F	CNc1cc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)ccc1F	0.622	0.323	0.741	-0.299	3	1
232	Nc1c(Cl)cccc1C(F)(F)F	FC(F)(F)c1cccc(Cl)c1NCc1cc(-c2ccc3c(c2)CCO3)co1	0.633	0.576	0.806	-0.05700000000000005	2	1
233	CC(C)[C@@H]1CC[C@@H](C)C[C@H]1CO	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CC[C@@H]1C[C@H](C)CC[C@H]1C(C)C	0.675	0.514	0.675	-0.16100000000000003	3	1
234	CC1CCC(C(=O)O)CC1	CC1CCC(C(=O)Cc2ccc(-c3ccc4c(c3)CCO4)cc2)CC1	0.607	0.765	0.808	0.15800000000000003	2	1
235	Nc1ccc(Cl)c(C(F)F)c1	FC(F)c1cc2[nH]c(-c3cccc(-c4ccc5cc6[nH]c(-c7cccc(-c8ccc9c(c8)CCO9)c7)cc6cc5c4)c3)cc2cc1Cl	0.656	0.194	0.656	-0.462	4	1
236	Oc1cc(Cl)cnc1Br	Oc1cc(Cl)cnc1-c1ccc2cc3[nH]c(-c4ccc5c(c4)CCC5)cc3cc2c1	0.663	0.332	0.663	-0.331	2	1
237	CC1(CN)CCCCC1	CC1(CNCc2cc(-c3ccc4c(c3)CCO4)co2)CCCCC1	0.572	0.845	0.901	0.273	2	1
238	O=C(O)C(F)(F)C(F)(F)C(F)(F)F	O=C(Cc1ccc(-c2ccc3c(c2)CCO3)cc1)C(F)(F)C(F)(F)C(F)(F)F	0.712	0.636	0.722	-0.07599999999999996	2	1
239	C[C@@H](O)c1c(F)cccc1F	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#C[C@H](C)c1c(F)cccc1F	0.662	0.498	0.662	-0.16400000000000003	3	1
240	CCOc1ccc(CO)c(C)c1	CCOc1ccc(CC#Cc2ccc(-c3ccc4c(ccc5[nH]c(-c6ccc7c(c6)CCC7)cc54)c3)cc2C)c(C)c1	0.743	0.214	0.743	-0.529	4	1
241	NCC1(C(=O)O)CC1(F)F	NCC1(C(=O)Cc2ccc(-c3ccc4c(c3)CCO4)cc2)CC1(F)F	0.586	0.905	0.929	0.31900000000000006	2	1
242	CC1CC(=O)CCC1C(=O)O	CC1CC(=O)CCC1C(=O)Cc1ccc(-c2ccc3c(ccc4[nH]c(-c5ccc6c(c5)CCC6)cc43)c2)cc1	0.618	0.258	0.855	-0.36	3	1
243	CCc1ccc(O)cc1C(=O)O	CCc1ccc(O)cc1C(=O)Cc1ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6ccc7c(c6)CCO7)c5)cc43)c2)cc1	0.702	0.179	0.86	-0.5229999999999999	4	1
244	O[C@@H]1C[C@H]2CNCCN2C1	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#C[C@@H]1C[C@H]2CNCCN2C1	0.456	0.792	0.792	0.336	3	1
245	CN(C)c1cc(O)cc(N(C)C)c1	CN(C)c1cc(-c2cccc(-c3ccc4c(c3)CCO4)c2F)cc(N(C)C)c1	0.747	0.62	0.82	-0.127	3	1
246	C#CCN1CCCCC1C(=O)O	C#CCN1CCCCC1C(=O)Cc1ccc(-c2ccc3c(ccc4[nH]c(-c5cccc(-c6cccc7c6CCO7)c5)cc43)c2)cc1	0.611	0.186	0.795	-0.425	4	1
247	CC(O)(CO)C(F)(F)F	Cc1cc(-c2ccc3c(c2)CCO3)ccc1C#CC(C)(CO)C(F)(F)F	0.555	0.799	0.799	0.244	3	1
248	Cc1cc(Cl)cc(C(F)(F)F)c1N	Cc1cc(Cl)cc(C(F)(F)F)c1NCc1cc(-c2ccc3c(c2)CCO3)co1	0.652	0.538	0.759	-0.11399999999999999	2	1
249	Cc1ccnc(Cl)c1O	Cc1ccnc(Cl)c1-c1ccc2c(ccc3[nH]c(-c4cccc(-c5ccc6c(c5)CCO6)c4)cc32)c1	0.562	0.254	0.595	-0.30800000000000005	4	1
